date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:18	10204/10204	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:46:07%20GMT	https://www.digiteum.com/wp-content/plugins/contact-form-with-shortcode/css/style_contact_widget.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/contact-form-with-shortcode/css/style_contact_widget6dcf.css	(from https://www.digiteum.com/)
10:41:18	34652/34652	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:00:46%20GMT	https://www.digiteum.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.2.5.4	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/revslider/public/assets/css/settingsfc61.css	(from https://www.digiteum.com/)
10:41:19	4356/4356	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:52:16%20GMT	https://www.digiteum.com/wp-content/plugins/uk-cookie-consent/assets/css/style.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/uk-cookie-consent/assets/css/style6dcf.css	(from https://www.digiteum.com/)
10:41:19	26918/26918	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:50:36%20GMT	https://www.digiteum.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min0147.css	(from https://www.digiteum.com/)
10:41:20	35042/35042	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20May%202023%2012:45:09%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/wpwp-15.css?ver=1.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/wpwp-1562ea.css	(from https://www.digiteum.com/)
10:41:20	62712/62712	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:20%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/blog.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/blog6dcf.css	(from https://www.digiteum.com/)
10:41:21	101481/101481	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:21%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/bootstrap.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/bootstrap6dcf.css	(from https://www.digiteum.com/)
10:41:21	26777/26777	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:21%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/icons-font.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/icons-font6dcf.css	(from https://www.digiteum.com/)
10:41:21	18482/18482	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:20%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/component.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/component6dcf.css	(from https://www.digiteum.com/)
10:41:22	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:40%20GMT	https://www.digiteum.com/wp-content/themes/blake/editor-style.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/editor-style.136dcf.delayed	(from https://www.digiteum.com/)
10:41:22	16863/16863	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:20%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/blake-woo-layout.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/blake-woo-layout6dcf.css	(from https://www.digiteum.com/)
10:41:23	96570/96570	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:20%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/blake-woocommerce.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/blake-woocommerce6dcf.css	(from https://www.digiteum.com/)
10:41:23	11887/11887	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:21%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/mb.YTPlayer.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/mb.YTPlayer6dcf.css	(from https://www.digiteum.com/)
10:41:23	2146/2146	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:43:21%20GMT	https://www.digiteum.com/wp-content/themes/blake/css/retina.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/themes/blake/css/retina6dcf.css	(from https://www.digiteum.com/)
10:41:24	77731/77731	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2011:52:23%20GMT	https://www.digiteum.com/wp-content/plugins/cubeportfolio/public/css/main.min-1.13.2.css?ver=1.13.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/cubeportfolio/public/css/main.min-1.13.23f14.css	(from https://www.digiteum.com/)
10:41:24	27639/27639	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:01:25%20GMT	https://www.digiteum.com/wp-content/uploads/smile_fonts/Defaults/Defaults.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/smile_fonts/Defaults/Defaults6dcf.css	(from https://www.digiteum.com/)
10:41:25	751/751	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:01:28%20GMT	https://www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_custom/icomoon_custom.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_custom/icomoon_custom6dcf.css	(from https://www.digiteum.com/)
10:41:25	708/708	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:01:26%20GMT	https://www.digiteum.com/wp-content/uploads/smile_fonts/icomoon/icomoon.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/smile_fonts/icomoon/icomoon6dcf.css	(from https://www.digiteum.com/)
10:41:26	926/926	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:01:27%20GMT	https://www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_same_custom_2/icomoon_same_custom_2.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_same_custom_2/icomoon_same_custom_26dcf.css	(from https://www.digiteum.com/)
10:41:26	902/902	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:01:24%20GMT	https://www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_same_custom_3/icomoon_same_custom_3.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_same_custom_3/icomoon_same_custom_36dcf.css	(from https://www.digiteum.com/)
10:41:26	5475/5475	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2012:01:24%20GMT	https://www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_offer/icomoon_offer.css?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/smile_fonts/icomoon_offer/icomoon_offer6dcf.css	(from https://www.digiteum.com/)
10:41:27	96849/96849	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2010%20May%202023%2012:55:28%20GMT	https://www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_455f4240b81915ea051b23d783291b6b.php?ver=1.12.4-wp	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_455f4240b81915ea051b23d783291b6b4a5f.php	(from https://www.digiteum.com/)
10:41:27	14621/14621	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2010%20May%202023%2012:55:28%20GMT	https://www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_8bd074658806c4a7fe21e04cd60aef4f.php?ver=1.4.1-wp	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_8bd074658806c4a7fe21e04cd60aef4f8952.php	(from https://www.digiteum.com/)
10:41:28	10400/10400	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2010%20May%202023%2012:55:28%20GMT	https://www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_e328c247146dfbf343404da07933cd74.php?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_e328c247146dfbf343404da07933cd746dcf.php	(from https://www.digiteum.com/)
10:41:28	23070/23070	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202023%2011:46:09%20GMT	https://www.digiteum.com/wp-content/plugins/contact-form-with-shortcode/js/jquery.validate.min.js?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/contact-form-with-shortcode/js/jquery.validate.min6dcf.js	(from https://www.digiteum.com/)
10:41:29	22559/22559	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2010%20May%202023%2012:55:28%20GMT	https://www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_9d89d88aeb0d0b779e0c01f88919a1c4.php?ver=5.9.2	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_9d89d88aeb0d0b779e0c01f88919a1c46dcf.php	(from https://www.digiteum.com/)
10:41:29	2196/2196	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2010%20May%202023%2012:55:28%20GMT	https://www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_37588d4349665ccb5cf4ba9d831ca797.php?ver=1.0	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/cache/autoptimize/autoptimize_single_37588d4349665ccb5cf4ba9d831ca7975152.php	(from https://www.digiteum.com/)
10:41:30	2540/2540	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:24%20GMT	https://www.digiteum.com/wp-content/plugins/contact-form-with-shortcode/captcha/captcha.php?rand=	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/plugins/contact-form-with-shortcode/captcha/captcha0a6d.html	(from https://www.digiteum.com/)
10:41:30	4386/4386	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2011:01:43%20GMT	https://www.digiteum.com/wp-content/uploads/fbrfg/apple-touch-icon.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/fbrfg/apple-touch-icon.png	(from https://www.digiteum.com/)
10:41:30	1074/1074	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2011:01:43%20GMT	https://www.digiteum.com/wp-content/uploads/fbrfg/favicon-32x32.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/fbrfg/favicon-32x32.png	(from https://www.digiteum.com/)
10:41:31	715/715	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2011:01:43%20GMT	https://www.digiteum.com/wp-content/uploads/fbrfg/favicon-16x16.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/fbrfg/favicon-16x16.png	(from https://www.digiteum.com/)
10:41:31	316/316	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2011:01:43%20GMT	https://www.digiteum.com/wp-content/uploads/fbrfg/site.webmanifest	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/fbrfg/site.html	(from https://www.digiteum.com/)
10:41:32	7406/7406	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	date:Mon,%2027%20Mar%202023%2011:01:43%20GMT	https://www.digiteum.com/wp-content/uploads/fbrfg/favicon.ico	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/fbrfg/favicon.ico	(from https://www.digiteum.com/)
10:41:32	1238/1238	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Mar%202023%2013:30:18%20GMT	https://www.digiteum.com/wp-content/uploads/2023/03/di_250-250x250-45x45.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2023/03/di_250-250x250-45x45.png	(from https://www.digiteum.com/)
10:41:33	3272/3272	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Mar%202023%2013:30:17%20GMT	https://www.digiteum.com/wp-content/uploads/2023/03/di_250-250x250-250x250.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2023/03/di_250-250x250-250x250.png	(from https://www.digiteum.com/)
10:41:33	1563/1563	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2013:16:56%20GMT	https://www.digiteum.com/wp-content/uploads/2016/10/logo.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2016/10/logo.png	(from https://www.digiteum.com/)
10:41:33	1429/1429	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2012:51:50%20GMT	https://www.digiteum.com/wp-content/uploads/2021/07/Frame-290.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2021/07/Frame-290.png	(from https://www.digiteum.com/)
10:41:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202023%2009:06:08%20GMT	https://www.digiteum.com/portfolio	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/portfolio.2f.delayed	(from https://www.digiteum.com/)
10:41:34	132724/132724	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:29%20GMT	https://www.digiteum.com/services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/services/index.html	(from https://www.digiteum.com/)
10:41:35	102375/102375	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:29%20GMT	https://www.digiteum.com/mobile-app-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/mobile-app-development-services/index.html	(from https://www.digiteum.com/)
10:41:35	99602/99602	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:29%20GMT	https://www.digiteum.com/web-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/web-development-services/index.html	(from https://www.digiteum.com/)
10:41:36	93431/93431	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:30%20GMT	https://www.digiteum.com/website-design-development-service/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/website-design-development-service/index.html	(from https://www.digiteum.com/)
10:41:36	67957/67957	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Jul%202023%2009:41:30%20GMT	https://www.digiteum.com/owl.video.play.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/owl.video.play.30.delayed	(from https://www.digiteum.com/)
10:41:36	111855/111855	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:30%20GMT	https://www.digiteum.com/iot-development/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/iot-development/index.html	(from https://www.digiteum.com/)
10:41:37	92861/92861	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:31%20GMT	https://www.digiteum.com/big-data-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/big-data-services/index.html	(from https://www.digiteum.com/)
10:41:37	93180/93180	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:31%20GMT	https://www.digiteum.com/mvp-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/mvp-development-services/index.html	(from https://www.digiteum.com/)
10:41:38	210788/210788	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:31%20GMT	https://www.digiteum.com/chatbot-development/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/chatbot-development/index.html	(from https://www.digiteum.com/)
10:41:38	887141/887141	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Jun%202023%2018:47:42%20GMT	https://www.digiteum.com/wp-content/uploads/2023/06/custom-software-development-header.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2023/06/custom-software-development-header.png	(from https://www.digiteum.com/)
10:41:38	95162/95162	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:33%20GMT	https://www.digiteum.com/microservices-development/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/microservices-development/index.html	(from https://www.digiteum.com/)
10:41:39	92260/92260	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:33%20GMT	https://www.digiteum.com/net-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/net-development-services/index.html	(from https://www.digiteum.com/)
10:41:39	700/700	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2013:03:07%20GMT	https://www.digiteum.com/wp-content/uploads/2020/12/icon.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2020/12/icon.png	(from https://www.digiteum.com/)
10:41:39	91765/91765	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:33%20GMT	https://www.digiteum.com/reactjs-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/reactjs-development-services/index.html	(from https://www.digiteum.com/)
10:41:39	91935/91935	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:34%20GMT	https://www.digiteum.com/java-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/java-development-services/index.html	(from https://www.digiteum.com/)
10:41:39	665/665	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2013:03:22%20GMT	https://www.digiteum.com/wp-content/uploads/2020/12/icon-1.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2020/12/icon-1.png	(from https://www.digiteum.com/)
10:41:40	93143/93143	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:34%20GMT	https://www.digiteum.com/angular-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/angular-development-services/index.html	(from https://www.digiteum.com/)
10:41:40	98106/98106	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:34%20GMT	https://www.digiteum.com/ios-app-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/ios-app-development-services/index.html	(from https://www.digiteum.com/)
10:41:41	93732/93732	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:34%20GMT	https://www.digiteum.com/nodejs-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/nodejs-development-services/index.html	(from https://www.digiteum.com/)
10:41:41	1365/1365	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2013:03:34%20GMT	https://www.digiteum.com/wp-content/uploads/2020/12/icon-2.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2020/12/icon-2.png	(from https://www.digiteum.com/)
10:41:41	96836/96836	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:36%20GMT	https://www.digiteum.com/android-app-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/android-app-development-services/index.html	(from https://www.digiteum.com/)
10:41:41	1050/1050	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2013:03:28%20GMT	https://www.digiteum.com/wp-content/uploads/2020/12/icon-3.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2020/12/icon-3.png	(from https://www.digiteum.com/)
10:41:42	82789/82789	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:36%20GMT	https://www.digiteum.com/portfolio/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/portfolio/index.html	(from https://www.digiteum.com/)
10:41:42	94465/94465	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:36%20GMT	https://www.digiteum.com/python-software-development-services/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/python-software-development-services/index.html	(from https://www.digiteum.com/)
10:41:42	4975/4975	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2013:02:48%20GMT	https://www.digiteum.com/wp-content/uploads/2020/12/image-1.png	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/wp-content/uploads/2020/12/image-1.png	(from https://www.digiteum.com/)
10:41:43	95581/95581	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202023%2009:41:37%20GMT	https://www.digiteum.com/blog/	C:/Users/user5/Desktop/Work/front-end%20Automize/digiteum%20ST2/www.digiteum.com/blog/index.html	(from https://www.digiteum.com/)
